"STATION","NAME","DATE","TMAX","TMIN"
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-05-26",,
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-05-27",,
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-05-28",,
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-05-29",,
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-05-30",,
"US1AZPN0053","MARANA 8.1 N, AZ US","2019-06-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-04-30",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-30",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-05-31",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-06-30",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-30",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-07-31",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-30",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-08-31",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-01",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-02",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-03",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-04",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-05",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-06",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-07",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-08",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-09",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-10",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-11",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-12",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-13",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-14",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-15",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-16",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-17",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-18",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-19",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-20",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-21",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-22",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-23",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-24",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-25",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-26",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-27",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-28",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-29",,
"US1AZPM0105","GREEN VALLEY 3.2 SW, AZ US","2019-09-30",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-01",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-02",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-03",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-04",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-05",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-06",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-07",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-08",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-09",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-10",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-11",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-12",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-13",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-14",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-15",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-16",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-17",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-18",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-19",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-20",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-21",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-22",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-23",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-24",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-25",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-26",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-27",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-28",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-29",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-04-30",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-01",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-02",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-03",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-04",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-05",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-06",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-07",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-08",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-09",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-10",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-11",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-12",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-13",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-14",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-15",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-16",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-17",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-18",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-19",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-20",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-21",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-22",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-23",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-24",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-25",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-26",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-27",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-28",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-29",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-30",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-05-31",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-01",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-02",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-03",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-04",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-05",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-06",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-07",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-08",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-09",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-10",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-11",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-12",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-13",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-14",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-15",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-16",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-17",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-18",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-19",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-20",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-21",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-22",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-23",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-24",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-25",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-26",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-27",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-28",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-29",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-06-30",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-01",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-02",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-03",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-04",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-05",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-06",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-07",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-08",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-09",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-10",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-11",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-12",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-13",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-14",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-15",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-16",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-17",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-18",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-19",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-20",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-21",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-22",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-23",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-24",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-25",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-26",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-27",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-28",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-29",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-30",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-07-31",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-01",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-02",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-03",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-04",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-05",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-06",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-07",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-08",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-09",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-10",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-11",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-12",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-13",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-14",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-15",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-16",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-17",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-18",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-19",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-20",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-21",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-22",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-23",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-24",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-25",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-26",,
"US1AZPM0347","GREEN VALLEY 1.4 NNW, AZ US","2019-08-27",,
